property_id,address,status,style,beds,full_baths,sqft,year_built,list_price,latitude,longitude,neighborhoods,county,nearby_schools,primary_photo,alt_photos,restaurant_name,restaurant_rating,restaurant_address,cafe_name,cafe_rating,cafe_address,hospital_name,hospital_rating,hospital_address,pharmacy_name,pharmacy_rating,pharmacy_address,atm_name,atm_rating,atm_address,bank_name,bank_rating,bank_address,complete_property_details
3583929047,"122 Riverway Apt 12, Boston, MA 02215",FOR_RENT,CONDOS,0.0,1.0,450.0,,2495.0,42.342889,-71.104167,"Fenway - Kenmore, Fenway - Kenmore - Audubon Circle - Longwood, Medical Center Area",Suffolk,"Roxbury Preparatory Charter (District), Match Charter Public School (District), Edward M. Kennedy Academy For Health Careers (Horace Mann Ch, Boston Public Schools",https://ap.rdcpix.com/c070ae3a9728b6c234e93f606ef32eabl-m3879340324od-w480_h360_x2.webp?w=1080&q=75,"https://ap.rdcpix.com/c070ae3a9728b6c234e93f606ef32eabl-m3879340324od-w480_h360_x2.webp?w=1080&q=75, https://ap.rdcpix.com/c070ae3a9728b6c234e93f606ef32eabl-m3427507024od-w480_h360_x2.webp?w=1080&q=75, https://ap.rdcpix.com/c070ae3a9728b6c234e93f606ef32eabl-m2185176692od-w480_h360_x2.webp?w=1080&q=75, https://ap.rdcpix.com/c070ae3a9728b6c234e93f606ef32eabl-m2050073016od-w480_h360_x2.webp?w=1080&q=75, https://ap.rdcpix.com/c070ae3a9728b6c234e93f606ef32eabl-m1370311367od-w480_h360_x2.webp?w=1080&q=75, https://ap.rdcpix.com/c070ae3a9728b6c234e93f606ef32eabl-m2910991529od-w480_h360_x2.webp?w=1080&q=75, https://ap.rdcpix.com/c070ae3a9728b6c234e93f606ef32eabl-m1145558776od-w480_h360_x2.webp?w=1080&q=75",,,,,,,,,,,,,,,,,,,"3583929047, 122 Riverway Apt 12, Boston, MA 02215, FOR_RENT, CONDOS, 0.0, 1.0, 450.0, nan, 2495.0, 42.342889, -71.104167, Fenway - Kenmore, Fenway - Kenmore - Audubon Circle - Longwood, Medical Center Area, Suffolk, Roxbury Preparatory Charter (District), Match Charter Public School (District), Edward M. Kennedy Academy For Health Careers (Horace Mann Ch, Boston Public Schools, https://ap.rdcpix.com/c070ae3a9728b6c234e93f606ef32eabl-m3879340324od-w480_h360_x2.webp?w=1080&q=75, https://ap.rdcpix.com/c070ae3a9728b6c234e93f606ef32eabl-m3879340324od-w480_h360_x2.webp?w=1080&q=75, https://ap.rdcpix.com/c070ae3a9728b6c234e93f606ef32eabl-m3427507024od-w480_h360_x2.webp?w=1080&q=75, https://ap.rdcpix.com/c070ae3a9728b6c234e93f606ef32eabl-m2185176692od-w480_h360_x2.webp?w=1080&q=75, https://ap.rdcpix.com/c070ae3a9728b6c234e93f606ef32eabl-m2050073016od-w480_h360_x2.webp?w=1080&q=75, https://ap.rdcpix.com/c070ae3a9728b6c234e93f606ef32eabl-m1370311367od-w480_h360_x2.webp?w=1080&q=75, https://ap.rdcpix.com/c070ae3a9728b6c234e93f606ef32eabl-m2910991529od-w480_h360_x2.webp?w=1080&q=75, https://ap.rdcpix.com/c070ae3a9728b6c234e93f606ef32eabl-m1145558776od-w480_h360_x2.webp?w=1080&q=75, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
